Hora,Usuario,Seguidores,Tweets,Following
2025-07-13 01:52:36,@BanBif,4365,7154,37
2025-07-13 03:40:37,@BanBif,4365,7154,37
2025-07-13 04:36:58,@BanBif,4365,7154,37
2025-07-13 05:21:19,@BanBif,4365,7154,37
2025-07-13 06:29:03,@BanBif,4366,7154,37
2025-07-13 07:20:04,@BanBif,4365,7154,37
2025-07-13 08:24:04,@BanBif,4365,7154,37
2025-07-13 09:21:30,@BanBif,4364,7154,37
2025-07-13 10:21:27,@BanBif,4364,7154,37
2025-07-13 11:15:50,@BanBif,4364,7154,37
2025-07-13 12:37:53,@BanBif,4364,7154,37
2025-07-13 13:29:05,@BanBif,4363,7154,37
2025-07-13 14:17:26,@BanBif,4363,7154,37
2025-07-13 15:19:04,@BanBif,4363,7154,37
2025-07-13 16:23:18,@BanBif,4363,7154,37
2025-07-13 17:16:58,@BanBif,4363,7154,37
2025-07-13 18:26:43,@BanBif,4363,7154,37
2025-07-13 19:15:35,@BanBif,4364,7154,37
2025-07-13 20:20:29,@BanBif,4364,7154,37
2025-07-13 21:18:01,@BanBif,4364,7154,37
2025-07-13 22:18:33,@BanBif,4364,7154,37
2025-07-13 23:20:18,@BanBif,4364,7154,37
2025-07-14 01:48:34,@BanBif,4364,7154,37
2025-07-14 03:41:13,@BanBif,4365,7154,37
2025-07-14 04:41:25,@BanBif,4365,7154,37
2025-07-14 05:25:11,@BanBif,4365,7154,37
2025-07-14 06:32:45,@BanBif,4365,7154,37
2025-07-14 07:23:50,@BanBif,4365,7154,37
2025-07-14 08:30:19,@BanBif,4365,7154,37
2025-07-14 09:27:53,@BanBif,4365,7154,37
2025-07-14 10:22:51,@BanBif,4365,7154,37
2025-07-14 11:18:09,@BanBif,4365,7154,37
2025-07-14 12:42:23,@BanBif,4365,7154,37
2025-07-14 13:36:10,@BanBif,4365,7154,37
2025-07-14 14:21:17,@BanBif,4365,7154,37
2025-07-14 15:22:35,@BanBif,4365,7154,37
2025-07-14 16:26:54,@BanBif,4365,7154,37
2025-07-14 17:19:25,@BanBif,4365,7155,37
2025-07-14 18:31:17,@BanBif,4365,7155,37
2025-07-14 19:15:50,@BanBif,4365,7155,37
2025-07-14 20:23:07,@BanBif,4365,7155,37
2025-07-14 21:19:54,@BanBif,4365,7155,37
2025-07-14 22:19:45,@BanBif,4365,7155,37
2025-07-14 23:19:44,@BanBif,4366,7155,37
2025-07-15 01:48:53,@BanBif,4367,7156,37
2025-07-15 03:38:21,@BanBif,4367,7156,37
2025-07-15 04:38:52,@BanBif,4367,7156,37
2025-07-15 05:24:34,@BanBif,4367,7156,37
2025-07-15 06:32:01,@BanBif,4367,7156,37
2025-07-15 07:21:59,@BanBif,4367,7156,37
2025-07-15 08:28:24,@BanBif,4367,7156,37
2025-07-15 09:29:15,@BanBif,4367,7156,37
2025-07-15 10:22:03,@BanBif,4367,7156,37
2025-07-15 11:18:31,@BanBif,4367,7156,37
2025-07-15 12:42:41,@BanBif,4367,7156,37
2025-07-15 13:36:37,@BanBif,4367,7156,37
2025-07-15 14:19:33,@BanBif,4367,7156,37
2025-07-15 15:20:40,@BanBif,4367,7156,37
2025-07-15 16:27:12,@BanBif,4367,7157,37
2025-07-15 17:18:47,@BanBif,4367,7157,37
2025-07-15 18:31:12,@BanBif,4367,7157,37
2025-07-15 19:17:46,@BanBif,4367,7157,37
2025-07-15 20:23:23,@BanBif,4367,7157,37
2025-07-15 23:19:22,@BanBif,4367,7157,37
2025-07-16 01:45:41,@BanBif,4365,7157,37
2025-07-16 03:27:45,@BanBif,4365,7157,37
2025-07-16 04:38:10,@BanBif,4365,7157,37
2025-07-16 05:25:49,@BanBif,4365,7157,37
2025-07-16 06:31:38,@BanBif,4365,7157,37
2025-07-16 07:21:51,@BanBif,4365,7157,37
2025-07-16 08:28:40,@BanBif,4365,7157,37
2025-07-16 09:26:15,@BanBif,4365,7157,37
2025-07-16 10:22:46,@BanBif,4365,7157,37
2025-07-16 12:43:10,@BanBif,4365,7157,37
2025-07-16 14:19:29,@BanBif,4365,7157,37
2025-07-16 15:23:36,@BanBif,4365,7157,37
2025-07-16 16:27:49,@BanBif,4366,7157,37
2025-07-16 17:20:31,@BanBif,4366,7158,37
2025-07-16 18:30:26,@BanBif,4366,7158,37
2025-07-16 19:17:39,@BanBif,4366,7158,37
2025-07-16 21:20:20,@BanBif,4366,7158,37
